,complains,age_group,tariff_plan,status,churn,frequency_of_sms_log,charge_amount_log,customer_value_sqrt,seconds_of_use_sqrt,frequency_of_use_sqrt,distinct_called_numbers_sqrt
19,0.0,2.0,1.0,1.0,0.0,5.953243334287785,0.0,45.51455811056502,86.64871608973787,11.269427669584644,6.557438524302
20,0.0,4.0,1.0,1.0,0.0,2.4849066497880004,0.6931471805599453,17.83185352115702,107.07474025184464,12.409673645990857,6.855654600401044
21,0.0,2.0,1.0,1.0,0.0,4.6913478822291435,0.6931471805599453,28.13689748355351,81.96340646898469,8.660254037844387,6.082762530298219
22,1.0,2.0,1.0,2.0,1.0,2.833213344056216,0.0,10.820813278122861,30.903074280724887,6.855654600401044,4.123105625617661
23,1.0,5.0,2.0,1.0,0.0,0.6931471805599453,2.1972245773362196,12.626163312740731,102.1518477561713,9.643650760992955,6.48074069840786
24,1.0,2.0,1.0,1.0,1.0,3.295836866004329,0.6931471805599453,19.576005721290542,76.27581530209953,9.899494936611665,4.898979485566356
25,0.0,3.0,1.0,1.0,0.0,0.0,0.0,10.699532700076205,53.291650377896914,4.69041575982343,3.7416573867739413
26,0.0,3.0,1.0,2.0,1.0,2.302585092994046,0.0,12.539537471533789,54.680892457969264,6.4031242374328485,4.0
27,1.0,3.0,1.0,2.0,1.0,3.5553480614894135,0.0,15.115554902152947,47.62352359916263,6.6332495807108,5.5677643628300215
28,0.0,3.0,1.0,2.0,1.0,0.0,0.0,2.32379000772445,11.532562594670797,1.4142135623730951,1.4142135623730951
29,0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.229216244576394,40.84115571332428,5.0,2.449489742783178
30,0.0,5.0,1.0,1.0,0.0,2.70805020110221,0.6931471805599453,11.145851246091524,82.37111144084436,9.848857801796104,4.69041575982343
31,1.0,4.0,1.0,2.0,1.0,2.302585092994046,0.0,6.194755846681933,25.059928172283335,2.6457513110645907,2.0
32,0.0,5.0,1.0,1.0,0.0,1.6094379124341003,0.6931471805599453,3.3361654635224554,18.384776310850235,2.0,1.4142135623730951
33,0.0,2.0,2.0,1.0,0.0,0.0,1.3862943611198906,27.094003026500165,126.78722333105966,15.427248620541512,8.94427190999916
34,0.0,2.0,2.0,1.0,0.0,5.605802066295998,1.3862943611198906,39.219191730580064,83.45657553482529,10.770329614269007,5.744562646538029
35,0.0,2.0,1.0,1.0,0.0,1.0986122886681098,0.0,13.416407864998739,60.975404877704584,9.055385138137417,5.291502622129181
36,0.0,3.0,1.0,2.0,0.0,3.6635616461296463,0.0,14.844527611210806,40.80441152620633,6.6332495807108,4.47213595499958
37,0.0,2.0,1.0,1.0,0.0,5.170483995038151,0.0,30.248718981140343,52.72570530585627,7.280109889280518,4.795831523312719
38,0.0,2.0,2.0,1.0,0.0,5.267858159063328,0.6931471805599453,30.48434024216368,36.26292872893749,6.0,3.3166247903554
39,0.0,4.0,1.0,1.0,0.0,3.4339872044851463,0.0,10.731961610069241,39.59797974644666,6.244997998398398,8.246211251235321
40,0.0,2.0,1.0,2.0,0.0,2.3978952727983707,0.0,8.810505093353047,26.457513110645905,5.0,2.6457513110645907
41,0.0,4.0,1.0,2.0,1.0,3.091042453358316,0.0,8.565920849505908,28.722813232690143,3.1622776601683795,1.7320508075688772
42,0.0,2.0,1.0,1.0,0.0,2.995732273553991,0.0,11.919102315191358,35.0,5.656854249492381,3.605551275463989
43,0.0,3.0,1.0,1.0,0.0,2.1972245773362196,0.0,12.784365451597509,56.789083458002736,7.810249675906654,4.795831523312719
44,0.0,2.0,1.0,1.0,0.0,3.367295829986474,0.0,14.263414738413799,41.1703777004778,5.0990195135927845,3.7416573867739413
45,0.0,2.0,2.0,1.0,0.0,4.454347296253507,0.6931471805599453,26.01019031072245,79.95623803056269,11.874342087037917,6.48074069840786
46,0.0,4.0,1.0,1.0,0.0,4.30406509320417,0.0,20.250925904758034,94.51454914456292,13.076696830622021,6.324555320336759
47,0.0,3.0,2.0,1.0,0.0,3.4657359027997265,1.3862943611198906,15.489351180730585,53.41348144429457,6.708203932499369,4.358898943540674
48,0.0,3.0,1.0,1.0,0.0,5.375278407684165,0.6931471805599453,32.2055895769663,66.25707509390978,6.324555320336759,3.1622776601683795
49,0.0,3.0,1.0,1.0,1.0,0.0,0.6931471805599453,7.764019577512669,38.57460304397182,4.358898943540674,2.6457513110645907
50,0.0,3.0,1.0,1.0,0.0,2.3978952727983707,0.6931471805599453,14.837789592793126,66.55824516917495,8.602325267042627,4.358898943540674
51,0.0,3.0,1.0,1.0,0.0,2.5649493574615367,0.6931471805599453,7.964923100695951,19.44222209522358,2.8284271247461903,2.449489742783178
52,0.0,3.0,1.0,1.0,0.0,5.8998973535824915,0.6931471805599453,39.48468057360981,50.12983143797713,7.937253933193772,5.0990195135927845
53,0.0,1.0,1.0,1.0,0.0,1.9459101490553132,0.6931471805599453,16.461622034295406,65.25335240430181,8.306623862918075,6.082762530298219
54,0.0,2.0,1.0,1.0,0.0,2.0794415416798357,0.6931471805599453,12.026221351696467,49.52776998815917,7.810249675906654,5.916079783099616
55,0.0,3.0,2.0,1.0,0.0,3.6375861597263857,1.0986122886681098,17.458522274236156,61.927376821564145,9.219544457292887,5.477225575051661
56,0.0,3.0,1.0,1.0,0.0,5.673323267171493,0.6931471805599453,35.47506166308947,49.193495504995376,6.48074069840786,4.47213595499958
57,0.0,3.0,1.0,1.0,0.0,5.0106352940962555,1.3862943611198906,31.112055541220673,95.78622030334009,11.135528725660043,6.708203932499369
58,0.0,3.0,1.0,1.0,0.0,1.791759469228055,0.6931471805599453,24.08734107368433,117.61377470347595,13.114877048604,6.782329983125268
59,0.0,3.0,1.0,1.0,0.0,2.0794415416798357,1.0986122886681098,14.643770006388381,67.63874629234341,9.273618495495704,5.196152422706632
60,0.0,3.0,1.0,1.0,0.0,2.5649493574615367,0.6931471805599453,17.0598944897089,77.31752712031083,9.899494936611665,3.7416573867739413
61,0.0,3.0,1.0,1.0,0.0,2.6390573296152584,0.6931471805599453,12.091319200153471,47.93745925682754,7.54983443527075,4.358898943540674
62,0.0,3.0,1.0,1.0,0.0,4.0943445622221,1.6094379124341003,29.208218021645894,123.28828005937953,15.0996688705415,5.830951894845301
63,0.0,3.0,1.0,1.0,0.0,6.192362489474872,1.0986122886681098,45.60043859438196,56.16938667993447,5.477225575051661,3.1622776601683795
64,0.0,2.0,1.0,1.0,0.0,5.049856007249537,0.6931471805599453,37.487998079385356,124.67958934805648,13.601470508735444,5.656854249492381
65,0.0,3.0,1.0,1.0,0.0,5.2574953720277815,1.0986122886681098,32.0929898887592,80.99382692526635,9.433981132056603,5.291502622129181
66,0.0,2.0,1.0,1.0,0.0,1.791759469228055,0.6931471805599453,8.083316151184487,30.577769702841312,4.123105625617661,3.605551275463989
67,0.0,3.0,1.0,1.0,0.0,2.9444389791664403,0.6931471805599453,10.172511980823616,27.748873851023216,4.123105625617661,3.1622776601683795
68,1.0,2.0,1.0,1.0,1.0,1.791759469228055,0.6931471805599453,5.033388520668756,7.745966692414834,1.7320508075688772,1.4142135623730951
69,0.0,3.0,1.0,1.0,0.0,5.966146739123692,0.6931471805599453,43.17313979779557,86.99425268372619,11.40175425099138,6.708203932499369
70,0.0,4.0,2.0,1.0,0.0,2.833213344056216,1.0986122886681098,18.222239159883728,107.35455276791944,12.529964086141668,7.0
71,0.0,2.0,1.0,1.0,0.0,4.736198448394496,1.0986122886681098,28.5835617094861,82.3286098510111,8.831760866327848,6.244997998398398
72,1.0,3.0,1.0,1.0,1.0,3.091042453358316,0.6931471805599453,11.251666543228163,31.85906464414798,7.0710678118654755,4.358898943540674
73,1.0,5.0,2.0,1.0,0.0,1.9459101490553132,2.302585092994046,12.956272612136564,102.44510725261603,9.797958971132712,6.6332495807108
74,0.0,2.0,1.0,1.0,0.0,3.4657359027997265,1.0986122886681098,20.212743505026722,76.66811592833099,10.04987562112089,5.0990195135927845
75,0.0,3.0,1.0,1.0,0.0,1.791759469228055,0.6931471805599453,11.704699910719626,53.85164807134504,5.0,4.0
76,0.0,3.0,1.0,1.0,1.0,2.70805020110221,0.6931471805599453,13.407460609675494,55.226805085936306,6.6332495807108,4.242640687119285
77,1.0,3.0,1.0,1.0,1.0,3.6888794541139363,0.6931471805599453,15.84297951775486,48.249352327259274,6.855654600401044,5.744562646538029
78,0.0,3.0,1.0,1.0,1.0,1.791759469228055,0.6931471805599453,5.2839379254491625,13.892443989449804,2.23606797749979,2.0
79,0.0,4.0,1.0,1.0,0.0,1.791759469228055,0.6931471805599453,7.5099933422074345,41.569219381653056,5.291502622129181,2.8284271247461903
80,0.0,5.0,1.0,1.0,0.0,2.995732273553991,1.0986122886681098,11.51846343919188,82.73451516749222,10.0,4.898979485566356
81,0.0,4.0,1.0,1.0,1.0,2.70805020110221,0.6931471805599453,7.242237223399963,26.229754097208,3.1622776601683795,2.449489742783178
82,0.0,5.0,1.0,1.0,0.0,2.302585092994046,1.0986122886681098,4.424364361125788,19.949937343260004,2.6457513110645907,2.0
83,0.0,2.0,1.0,1.0,0.0,1.791759469228055,1.6094379124341003,27.557576090795795,127.02361985079783,15.524174696260024,9.055385138137417
84,1.0,3.0,2.0,1.0,0.0,5.6240175061873385,1.6094379124341003,37.27948497498323,83.81527307120105,10.908712114635714,5.916079783099616
85,0.0,3.0,1.0,1.0,0.0,2.0794415416798357,0.6931471805599453,13.509996299037244,61.465437442517235,9.219544457292887,5.477225575051661
86,0.0,3.0,1.0,1.0,0.0,3.784189633918261,0.6931471805599453,15.584607791022526,41.53311931459037,6.855654600401044,4.69041575982343
87,0.0,2.0,1.0,1.0,0.0,5.198497031265826,0.6931471805599453,30.66463761403353,53.291650377896914,7.483314773547883,5.0
88,0.0,3.0,2.0,1.0,0.0,5.293304824724492,1.0986122886681098,29.1300532097008,37.080992435478315,6.244997998398398,3.605551275463989
89,0.0,4.0,1.0,1.0,0.0,3.58351893845611,0.6931471805599453,11.368817000902073,40.34848200366403,6.48074069840786,8.366600265340756
90,0.0,3.0,1.0,1.0,0.0,2.772588722239781,0.6931471805599453,9.566608594481119,27.568097504180443,5.291502622129181,3.0
91,0.0,4.0,1.0,1.0,0.0,3.295836866004329,0.6931471805599453,9.35147047260483,29.748949561287034,3.605551275463989,2.23606797749979
92,0.0,2.0,1.0,1.0,0.0,3.2188758248682006,0.6931471805599453,12.938315191708694,35.84689665786984,5.916079783099616,3.872983346207417
93,0.0,3.0,1.0,1.0,0.0,2.6390573296152584,0.6931471805599453,13.63671514698463,57.3149195236284,8.0,5.0
94,0.0,2.0,1.0,1.0,0.0,3.5263605246161616,0.6931471805599453,15.125475199146637,41.892720131306824,5.385164807134504,4.0
95,0.0,2.0,2.0,1.0,0.0,4.51085950651685,1.0986122886681098,26.492734853163046,80.3305670339753,12.0,6.6332495807108
96,0.0,5.0,1.0,1.0,0.0,4.3694478524670215,0.6931471805599453,15.953212842559331,94.83142938920619,13.19090595827292,6.48074069840786
97,0.0,3.0,1.0,1.0,0.0,3.6109179126442243,1.6094379124341003,16.2,53.97221507405454,6.928203230275509,4.58257569495584
98,0.0,3.0,1.0,1.0,0.0,5.3981627015177525,1.0986122886681098,32.55334084237745,66.70832032063167,6.557438524302,3.4641016151377544
99,1.0,3.0,1.0,1.0,1.0,1.791759469228055,1.0986122886681098,9.09945053286186,39.344631145812,4.69041575982343,3.0
100,0.0,2.0,1.0,1.0,0.0,0.0,0.0,14.036025078347501,65.6505902486794,8.246211251235321,3.872983346207417
101,0.0,2.0,1.0,2.0,0.0,1.0986122886681098,0.0,4.54972526643093,16.06237840420901,1.4142135623730951,1.4142135623730951
102,0.0,2.0,1.0,1.0,0.0,5.872117789475416,0.0,41.270449476592816,48.91829923454004,7.54983443527075,4.69041575982343
103,0.0,1.0,1.0,1.0,0.0,0.0,0.0,15.200493413044196,64.32728814430156,7.937253933193772,5.744562646538029
104,0.0,1.0,1.0,1.0,0.0,0.0,0.0,11.460366486286553,48.30113870293329,7.416198487095663,5.5677643628300215
105,0.0,3.0,1.0,1.0,0.0,3.332204510175204,0.0,16.117071694324622,60.95079983068311,8.888194417315589,5.0990195135927845
106,0.0,3.0,1.0,1.0,0.0,5.638354669333745,0.0,34.83446569132359,47.958315233127195,6.0,4.0
107,0.0,3.0,1.0,1.0,0.0,4.941642422609304,0.6931471805599453,30.379598417358974,95.1577637400123,10.862780491200215,6.4031242374328485
108,0.0,3.0,1.0,1.0,0.0,0.0,0.0,23.56183354495146,117.10251918724892,12.884098726725126,6.48074069840786
109,0.0,3.0,1.0,1.0,0.0,0.0,0.0,13.468481725866505,66.74578638386096,8.94427190999916,4.795831523312719
110,0.0,2.0,1.0,1.0,0.0,1.0986122886681098,0.0,16.635804759614125,76.53757247260981,9.591663046625438,3.1622776601683795
111,1.0,3.0,1.0,2.0,0.0,1.3862943611198906,0.0,10.057832768544126,46.66904755831214,7.14142842854285,3.872983346207417
112,0.0,3.0,1.0,1.0,0.0,3.912023005428146,1.0986122886681098,28.426747967363415,122.80065146407001,14.89966442575134,5.477225575051661
113,0.0,3.0,1.0,1.0,0.0,6.171700597410915,0.0,45.10388009916663,55.09083408335728,4.898979485566356,2.449489742783178
114,0.0,2.0,1.0,1.0,0.0,4.983606621708336,0.0,36.805977775356006,124.19742348374221,13.379088160259652,5.291502622129181
115,0.0,3.0,1.0,1.0,0.0,5.204006687076795,0.0,31.38343512109533,80.24961059095551,9.1104335791443,4.898979485566356
116,0.0,2.0,1.0,2.0,0.0,0.0,0.0,6.096720429870473,28.548204847240395,3.3166247903554,3.0
117,0.0,2.0,1.0,2.0,0.0,2.1972245773362196,0.0,8.108329051043748,25.495097567963924,3.3166247903554,2.449489742783178
118,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,2.0,1.0,1.0,0.0,5.940171252720432,0.0,45.23538437992983,86.30179604156567,11.135528725660043,6.4031242374328485
120,0.0,3.0,1.0,1.0,0.0,1.9459101490553132,0.0,22.050850323740352,106.7941945987702,12.288205727444508,6.708203932499369
121,0.0,2.0,1.0,1.0,0.0,4.6443908991413725,0.0,27.68302729110384,81.59656855530139,8.48528137423857,5.916079783099616
122,0.0,2.0,1.0,2.0,1.0,2.4849066497880004,0.0,9.578883024653761,29.916550603303182,6.6332495807108,3.872983346207417
123,0.0,4.0,1.0,1.0,0.0,0.0,2.0794415416798357,16.174826119621812,101.85774393731681,9.486832980505138,6.324555320336759
124,0.0,2.0,1.0,1.0,1.0,3.091042453358316,0.0,18.917848714904135,75.8814865431615,9.746794344808963,4.69041575982343
125,0.0,3.0,1.0,1.0,0.0,0.0,0.0,10.581115253129038,52.72570530585627,4.358898943540674,3.4641016151377544
126,0.0,2.0,1.0,2.0,1.0,1.6094379124341003,0.0,12.310970717209914,54.12947441089743,6.164414002968976,3.7416573867739413
127,1.0,3.0,1.0,2.0,1.0,3.4011973816621555,0.0,14.35130656072819,46.98936049788292,6.4031242374328485,5.385164807134504
128,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.07465169527454,40.099875311526844,4.69041575982343,2.0
130,0.0,4.0,1.0,1.0,0.0,2.302585092994046,0.0,13.891544190621861,82.00609733428362,9.695359714832659,4.47213595499958
131,0.0,4.0,1.0,2.0,1.0,1.6094379124341003,0.0,4.929503017546495,23.83275057562597,2.0,1.4142135623730951
132,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,2.0,1.0,1.0,0.0,0.0,1.0986122886681098,27.04163456597992,126.5503852226456,15.329709716755891,8.831760866327848
134,0.0,2.0,2.0,1.0,0.0,5.58724865840025,1.0986122886681098,38.89485827201328,83.09632964216891,10.63014581273465,5.5677643628300215
135,0.0,2.0,1.0,1.0,0.0,0.0,0.0,12.967844847930591,60.481402100149765,8.888194417315589,5.0990195135927845
136,0.0,3.0,1.0,2.0,0.0,3.5263605246161616,0.0,14.065560778013793,40.06245124802026,6.4031242374328485,4.242640687119285
137,0.0,2.0,1.0,1.0,0.0,5.14166355650266,0.0,29.82700119019678,52.15361924162119,7.0710678118654755,4.58257569495584
138,0.0,2.0,2.0,1.0,0.0,5.241747015059643,0.0,30.06592755928212,35.4259791678367,5.744562646538029,3.0
139,0.0,4.0,1.0,1.0,0.0,3.258096538021482,0.0,10.054849576199537,38.8329756778952,6.0,8.12403840463596
140,0.0,2.0,1.0,2.0,0.0,1.791759469228055,0.0,7.23118247591637,25.298221281347036,4.69041575982343,2.23606797749979
141,1.0,4.0,1.0,2.0,1.0,2.833213344056216,0.0,7.700649323271382,27.65863337187866,2.6457513110645907,1.0
142,0.0,2.0,1.0,1.0,0.0,2.70805020110221,0.0,10.804165863221463,34.132096331752024,5.385164807134504,3.3166247903554
143,0.0,3.0,1.0,1.0,0.0,1.3862943611198906,0.0,11.870973001401358,56.25833271614081,7.615773105863909,4.58257569495584
144,0.0,2.0,1.0,1.0,0.0,3.1780538303479458,0.0,13.345785851721134,40.43513323831146,4.795831523312719,3.4641016151377544
145,0.0,1.0,2.0,1.0,0.0,4.394449154672439,0.0,28.21178831623405,79.58014827832379,11.74734012447073,6.324555320336759
146,0.0,4.0,1.0,1.0,0.0,4.23410650459726,0.0,19.900376880853287,94.19660291114536,12.96148139681572,6.164414002968976
147,0.0,3.0,1.0,1.0,0.0,3.295836866004329,1.0986122886681098,14.744490496453244,52.848841046895245,6.48074069840786,4.123105625617661
148,0.0,3.0,1.0,1.0,0.0,5.351858133476067,0.0,31.85404212968897,65.80273550544841,6.082762530298219,2.8284271247461903
149,0.0,3.0,1.0,1.0,1.0,0.0,0.0,7.6,37.78888725538237,4.0,2.23606797749979
150,0.0,3.0,1.0,1.0,0.0,2.772588722239781,0.6931471805599453,15.521597855890997,66.70832032063167,8.54400374531753,4.58257569495584
151,1.0,3.0,1.0,2.0,1.0,2.8903717578961645,0.0,9.17605579756357,19.949937343260004,2.6457513110645907,2.8284271247461903
152,0.0,3.0,1.0,1.0,0.0,5.91350300563827,0.6931471805599453,39.746697976058336,50.32891812864648,7.874007874011811,5.291502622129181
153,0.0,1.0,1.0,1.0,0.0,2.4849066497880004,0.6931471805599453,17.306935026167977,65.40642170307133,8.246211251235321,6.244997998398398
154,0.0,2.0,1.0,1.0,0.0,2.5649493574615367,0.6931471805599453,12.96090274633677,49.72926703662542,7.745966692414834,6.082762530298219
155,0.0,3.0,1.0,1.0,0.0,3.7612001156935624,1.0986122886681098,18.043281298034458,62.08864630510155,9.16515138991168,5.656854249492381
156,0.0,3.0,1.0,1.0,0.0,5.69035945432406,0.6931471805599453,35.76646474003267,49.39635614091387,6.4031242374328485,4.69041575982343
157,0.0,3.0,1.0,1.0,0.0,5.043425116919247,1.3862943611198906,31.443918330895087,95.89056262218926,11.090536506409418,6.855654600401044
158,0.0,3.0,1.0,1.0,0.0,2.3978952727983707,0.6931471805599453,24.5144855136713,117.69876804792818,13.076696830622021,6.928203230275509
159,0.0,3.0,1.0,1.0,0.0,2.5649493574615367,1.0986122886681098,15.336231610144651,67.7864293203293,9.219544457292887,5.385164807134504
160,0.0,3.0,1.0,1.0,0.0,2.8903717578961645,0.6931471805599453,17.6578594399208,77.44675590365293,9.848857801796104,4.0
161,0.0,3.0,1.0,2.0,0.0,2.9444389791664403,0.0,12.921300244170476,48.14561246884289,7.483314773547883,4.58257569495584
162,0.0,3.0,2.0,1.0,0.0,4.174387269895637,1.6094379124341003,29.5614613982462,123.36936410632909,15.066519173319364,6.0
163,0.0,3.0,1.0,1.0,0.0,6.202535517187923,1.0986122886681098,45.82750265942931,56.34713834792323,5.385164807134504,3.4641016151377544
164,0.0,2.0,1.0,1.0,0.0,5.081404364984463,0.6931471805599453,37.79821424353272,124.75976915656746,13.564659966250536,5.830951894845301
165,0.0,3.0,1.0,1.0,0.0,5.2832037287379885,1.0986122886681098,32.41481142934507,81.11719916269298,9.38083151964686,5.477225575051661
166,0.0,2.0,1.0,2.0,0.0,2.3978952727983707,0.0,9.417802291405357,30.903074280724887,4.0,3.872983346207417
167,0.0,3.0,1.0,2.0,0.0,3.1780538303479458,0.0,11.146299834474219,28.106938645110393,4.0,3.4641016151377544
168,0.0,2.0,1.0,2.0,1.0,2.3978952727983707,0.0,6.977822009767804,8.94427190999916,1.4142135623730951,2.0
169,0.0,3.0,1.0,1.0,0.0,5.978885764901122,0.6931471805599453,43.412901308251676,87.10912696153027,11.357816691600547,6.855654600401044
170,0.0,4.0,1.0,1.0,0.0,3.091042453358316,1.0986122886681098,18.574848586193106,107.44766167767449,12.489995996796797,7.14142842854285
171,0.0,2.0,1.0,1.0,0.0,4.77912349311153,1.0986122886681098,28.98922213513153,82.44998483929515,8.774964387392123,6.4031242374328485
172,1.0,3.0,1.0,2.0,1.0,3.295836866004329,0.0,12.139192724394816,32.17141588429082,7.0,4.58257569495584
173,1.0,5.0,1.0,1.0,0.0,2.4849066497880004,2.302585092994046,13.253301475481496,102.5426740435415,9.746794344808963,6.782329983125268
174,0.0,2.0,1.0,1.0,1.0,3.6109179126442243,1.0986122886681098,20.782444514541595,76.79843748410511,10.0,5.291502622129181
175,0.0,3.0,1.0,1.0,0.0,2.3978952727983707,0.6931471805599453,12.560254774486065,54.037024344425184,4.898979485566356,4.242640687119285
176,0.0,3.0,1.0,2.0,1.0,2.995732273553991,0.0,14.160508465447137,55.40758070878027,6.557438524302,4.47213595499958
177,1.0,3.0,1.0,2.0,1.0,3.8066624897703196,0.0,16.4851448279959,48.45616575834287,6.782329983125268,5.916079783099616
178,0.0,3.0,1.0,2.0,1.0,2.3978952727983707,0.0,6.977105417004963,14.594519519326424,2.0,2.449489742783178
179,0.0,4.0,1.0,1.0,0.0,2.3978952727983707,0.6931471805599453,8.329165624478842,41.80908992073375,5.196152422706632,3.1622776601683795
180,0.0,5.0,1.0,1.0,0.0,3.2188758248682006,1.0986122886681098,11.851582172857766,82.85529554590944,9.9498743710662,5.0990195135927845
181,1.0,4.0,1.0,2.0,1.0,2.995732273553991,0.0,8.088572185497265,26.60826939130014,3.0,2.8284271247461903
182,0.0,5.0,1.0,1.0,0.0,2.70805020110221,1.0986122886681098,5.230678732248808,20.445048300260872,2.449489742783178,2.449489742783178
183,0.0,2.0,1.0,1.0,0.0,2.3978952727983707,1.6094379124341003,27.978116448395877,127.10232098588916,15.491933384829668,9.16515138991168
184,1.0,2.0,2.0,1.0,0.0,5.641907070938114,1.6094379124341003,39.83509758993945,83.93449827097318,10.862780491200215,6.082762530298219
185,0.0,3.0,1.0,1.0,0.0,2.5649493574615367,0.6931471805599453,14.257629536497292,61.62791575252241,9.16515138991168,5.656854249492381
186,0.0,3.0,1.0,2.0,0.0,3.8918202981106265,0.0,16.236994795835834,41.773197148410844,6.782329983125268,4.898979485566356
187,0.0,2.0,1.0,1.0,0.0,5.225746673713202,0.6931471805599453,31.04311517873166,53.47896782848375,7.416198487095663,5.196152422706632
188,0.0,2.0,2.0,1.0,0.0,5.318119993844216,1.0986122886681098,31.272751717749433,37.3496987939662,6.164414002968976,3.872983346207417
189,0.0,4.0,1.0,1.0,0.0,3.713572066704308,0.6931471805599453,11.92581234130405,40.59556626036888,6.4031242374328485,8.48528137423857
190,0.0,3.0,1.0,2.0,0.0,3.044522437723423,0.0,10.596225743159684,27.92848008753788,5.196152422706632,3.3166247903554
191,0.0,4.0,1.0,2.0,0.0,3.4657359027997265,0.0,10.021227469726451,30.083217912982647,3.4641016151377544,2.6457513110645907
192,0.0,2.0,1.0,1.0,0.0,3.4011973816621555,0.6931471805599453,13.811408327900526,36.124783736376884,5.830951894845301,4.123105625617661
193,0.0,3.0,1.0,1.0,0.0,2.9444389791664403,0.6931471805599453,14.377760604489144,57.48912940721924,7.937253933193772,5.196152422706632
194,0.0,2.0,1.0,1.0,0.0,3.6635616461296463,0.6931471805599453,15.878759397383662,42.13074886588179,5.291502622129181,4.242640687119285
195,0.0,2.0,2.0,1.0,0.0,4.564348191467836,1.0986122886681098,26.929909023240313,80.45495634204272,11.958260743101398,6.782329983125268
196,0.0,5.0,1.0,1.0,0.0,4.430816798843313,0.6931471805599453,16.195369708654386,94.93682109698007,13.152946437965905,6.6332495807108
197,0.0,3.0,1.0,1.0,0.0,3.7376696182833684,1.6094379124341003,16.828547174370104,54.15717865620402,6.855654600401044,4.795831523312719
198,0.0,3.0,1.0,1.0,0.0,5.420534999272286,1.0986122886681098,32.87065560648281,66.85805860178712,6.48074069840786,3.7416573867739413
199,0.0,3.0,1.0,1.0,1.0,2.3978952727983707,1.0986122886681098,10.176443386566842,39.59797974644666,4.58257569495584,3.3166247903554
200,0.0,2.0,1.0,1.0,0.0,0.0,0.0,14.005534620284939,65.49809157525127,8.306623862918075,3.605551275463989
201,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,2.0,1.0,1.0,0.0,5.857933154483459,0.0,40.98652217497845,48.7134478352744,7.615773105863909,4.47213595499958
203,0.0,1.0,1.0,1.0,0.0,0.0,0.0,15.166080574756288,64.17164482853778,8.0,5.5677643628300215
